縣市,鄉鎮市區,號次,總統/副總統,得票數,得票率%
高雄市,橋頭區,3,蔡英文/賴清德,18077,70.0931
高雄市,三民區,1,宋楚瑜/余湘,6910,3.1618
高雄市,三民區,2,韓國瑜/張善政,73585,33.6707
高雄市,三民區,3,蔡英文/賴清德,138048,63.1674
高雄市,田寮區,1,宋楚瑜/余湘,124,2.5823
高雄市,田寮區,2,韓國瑜/張善政,1397,29.0920
高雄市,田寮區,3,蔡英文/賴清德,3281,68.3257
高雄市,茄萣區,1,宋楚瑜/余湘,568,2.9868
高雄市,茄萣區,2,韓國瑜/張善政,5458,28.7006
高雄市,茄萣區,3,蔡英文/賴清德,12991,68.3126
高雄市,前鎮區,1,宋楚瑜/余湘,3644,2.9918
高雄市,前鎮區,2,韓國瑜/張善政,41166,33.7986
高雄市,前鎮區,3,蔡英文/賴清德,76988,63.2096
高雄市,六龜區,1,宋楚瑜/余湘,191,2.7235
高雄市,六龜區,2,韓國瑜/張善政,2705,38.5712
高雄市,六龜區,3,蔡英文/賴清德,4117,58.7053
高雄市,阿蓮區,1,宋楚瑜/余湘,530,2.9219
高雄市,阿蓮區,2,韓國瑜/張善政,5051,27.8461
高雄市,阿蓮區,3,蔡英文/賴清德,12558,69.2320
高雄市,大社區,1,宋楚瑜/余湘,649,2.8666
高雄市,大社區,2,韓國瑜/張善政,6541,28.8913
高雄市,大社區,3,蔡英文/賴清德,15450,68.2420
高雄市,鹽埕區,1,宋楚瑜/余湘,455,2.8173
高雄市,鹽埕區,2,韓國瑜/張善政,5270,32.6316
高雄市,鹽埕區,3,蔡英文/賴清德,10425,64.5511
高雄市,美濃區,1,宋楚瑜/余湘,607,2.4515
高雄市,美濃區,2,韓國瑜/張善政,11146,45.0162
高雄市,美濃區,3,蔡英文/賴清德,13007,52.5323
高雄市,燕巢區,1,宋楚瑜/余湘,557,2.9015
高雄市,燕巢區,2,韓國瑜/張善政,6054,31.5362
高雄市,燕巢區,3,蔡英文/賴清德,12586,65.5623
高雄市,苓雅區,1,宋楚瑜/余湘,3452,3.1401
高雄市,苓雅區,2,韓國瑜/張善政,40676,37.0011
高雄市,苓雅區,3,蔡英文/賴清德,65804,59.8588
高雄市,永安區,1,宋楚瑜/余湘,293,3.2829
高雄市,永安區,2,韓國瑜/張善政,2688,30.1176
高雄市,永安區,3,蔡英文/賴清德,5944,66.5994
高雄市,前金區,1,宋楚瑜/余湘,640,3.5508
高雄市,前金區,2,韓國瑜/張善政,6641,36.8453
高雄市,前金區,3,蔡英文/賴清德,10743,59.6039
高雄市,梓官區,1,宋楚瑜/余湘,716,3.0497
高雄市,梓官區,2,韓國瑜/張善政,6471,27.5620
高雄市,梓官區,3,蔡英文/賴清德,16291,69.3884
高雄市,鳥松區,1,宋楚瑜/余湘,967,3.2005
高雄市,鳥松區,2,韓國瑜/張善政,10100,33.4282
高雄市,鳥松區,3,蔡英文/賴清德,19147,63.3713
高雄市,左營區,1,宋楚瑜/余湘,4098,3.3731
高雄市,左營區,2,韓國瑜/張善政,50728,41.7545
高雄市,左營區,3,蔡英文/賴清德,66665,54.8724
南投縣,集集鎮,1,宋楚瑜/余湘,301,4.5324
高雄市,旗山區,1,宋楚瑜/余湘,722,3.1434
南投縣,集集鎮,2,韓國瑜/張善政,2975,44.7975
高雄市,旗山區,2,韓國瑜/張善政,7962,34.6641
南投縣,集集鎮,3,蔡英文/賴清德,3365,50.6701
高雄市,旗山區,3,蔡英文/賴清德,14285,62.1925
南投縣,埔里鎮,1,宋楚瑜/余湘,2070,4.3310
南投縣,埔里鎮,2,韓國瑜/張善政,22664,47.4192
南投縣,埔里鎮,3,蔡英文/賴清德,23061,48.2498
高雄市,甲仙區,1,宋楚瑜/余湘,96,2.7050
高雄市,甲仙區,2,韓國瑜/張善政,1698,47.8445
高雄市,甲仙區,3,蔡英文/賴清德,1755,49.4505
南投縣,仁愛鄉,1,宋楚瑜/余湘,280,3.4096
高雄市,大樹區,1,宋楚瑜/余湘,724,2.6321
南投縣,仁愛鄉,2,韓國瑜/張善政,6247,76.0716
南投縣,仁愛鄉,3,蔡英文/賴清德,1685,20.5188
高雄市,大樹區,2,韓國瑜/張善政,8218,29.8760
高雄市,大樹區,3,蔡英文/賴清德,18565,67.4919
南投縣,竹山鎮,1,宋楚瑜/余湘,1175,3.6450
南投縣,竹山鎮,2,韓國瑜/張善政,13326,41.3389
南投縣,竹山鎮,3,蔡英文/賴清德,17735,55.0161
高雄市,旗津區,1,宋楚瑜/余湘,427,2.3869
高雄市,旗津區,2,韓國瑜/張善政,4817,26.9272
高雄市,旗津區,3,蔡英文/賴清德,12645,70.6859
南投縣,南投市,1,宋楚瑜/余湘,3077,5.0711
南投縣,南投市,2,韓國瑜/張善政,26690,43.9870
南投縣,南投市,3,蔡英文/賴清德,30910,50.9419
南投縣,魚池鄉,1,宋楚瑜/余湘,397,4.2243
南投縣,魚池鄉,2,韓國瑜/張善政,4154,44.2009
南投縣,魚池鄉,3,蔡英文/賴清德,4847,51.5748
南投縣,草屯鎮,1,宋楚瑜/余湘,2972,4.8927
南投縣,草屯鎮,2,韓國瑜/張善政,24975,41.1158
南投縣,草屯鎮,3,蔡英文/賴清德,32796,53.9914
南投縣,信義鄉,1,宋楚瑜/余湘,320,3.7816
南投縣,信義鄉,2,韓國瑜/張善政,5246,61.9948
南投縣,信義鄉,3,蔡英文/賴清德,2896,34.2236
南投縣,中寮鄉,1,宋楚瑜/余湘,396,4.3976
南投縣,中寮鄉,2,韓國瑜/張善政,3760,41.7546
南投縣,中寮鄉,3,蔡英文/賴清德,4849,53.8479
臺東縣,蘭嶼鄉,1,宋楚瑜/余湘,155,9.1988
臺東縣,蘭嶼鄉,2,韓國瑜/張善政,1008,59.8220
臺東縣,蘭嶼鄉,3,蔡英文/賴清德,522,30.9792
南投縣,國姓鄉,1,宋楚瑜/余湘,499,4.4657
南投縣,國姓鄉,2,韓國瑜/張善政,5459,48.8545
南投縣,國姓鄉,3,蔡英文/賴清德,5216,46.6798
南投縣,名間鄉,1,宋楚瑜/余湘,973,4.1537
南投縣,名間鄉,2,韓國瑜/張善政,8306,35.4578
南投縣,名間鄉,3,蔡英文/賴清德,14146,60.3885
南投縣,水里鄉,1,宋楚瑜/余湘,441,4.2849
南投縣,水里鄉,2,韓國瑜/張善政,4810,46.7353
南投縣,水里鄉,3,蔡英文/賴清德,5041,48.9798
南投縣,鹿谷鄉,1,宋楚瑜/余湘,414,3.7324
南投縣,鹿谷鄉,2,韓國瑜/張善政,5179,46.6913
南投縣,鹿谷鄉,3,蔡英文/賴清德,5499,49.5763
臺東縣,成功鎮,1,宋楚瑜/余湘,212,3.1062
臺東縣,關山鎮,1,宋楚瑜/余湘,173,3.7617
臺東縣,成功鎮,2,韓國瑜/張善政,4677,68.5275
臺東縣,成功鎮,3,蔡英文/賴清德,1936,28.3663
臺東縣,關山鎮,2,韓國瑜/張善政,2662,57.8821
臺東縣,關山鎮,3,蔡英文/賴清德,1764,38.3562
臺東縣,金峰鄉,1,宋楚瑜/余湘,58,2.6557
臺東縣,金峰鄉,2,韓國瑜/張善政,1785,81.7308
臺東縣,金峰鄉,3,蔡英文/賴清德,341,15.6136
臺東縣,達仁鄉,1,宋楚瑜/余湘,61,3.1721
臺東縣,達仁鄉,2,韓國瑜/張善政,1510,78.5231
臺東縣,達仁鄉,3,蔡英文/賴清德,352,18.3047
臺東縣,綠島鄉,1,宋楚瑜/余湘,49,2.7762
臺東縣,綠島鄉,2,韓國瑜/張善政,1189,67.3654
臺東縣,綠島鄉,3,蔡英文/賴清德,527,29.8584
臺東縣,海端鄉,1,宋楚瑜/余湘,63,3.3175
臺東縣,海端鄉,2,韓國瑜/張善政,1439,75.7767
臺東縣,海端鄉,3,蔡英文/賴清德,397,20.9057
臺東縣,卑南鄉,1,宋楚瑜/余湘,331,3.4368
臺東縣,卑南鄉,2,韓國瑜/張善政,5338,55.4252
臺東縣,卑南鄉,3,蔡英文/賴清德,3962,41.1380
臺東縣,長濱鄉,1,宋楚瑜/余湘,106,3.0967
臺東縣,長濱鄉,2,韓國瑜/張善政,2307,67.3970
臺東縣,長濱鄉,3,蔡英文/賴清德,1010,29.5063
臺東縣,池上鄉,1,宋楚瑜/余湘,149,3.6077
臺東縣,池上鄉,2,韓國瑜/張善政,2213,53.5835
臺東縣,池上鄉,3,蔡英文/賴清德,1768,42.8087
臺東縣,臺東市,1,宋楚瑜/余湘,2201,3.7578
臺東縣,臺東市,2,韓國瑜/張善政,31473,53.7339
臺東縣,臺東市,3,蔡英文/賴清德,24898,42.5084
臺東縣,太麻里鄉,1,宋楚瑜/余湘,196,3.2100
臺東縣,太麻里鄉,2,韓國瑜/張善政,3632,59.4825
臺東縣,太麻里鄉,3,蔡英文/賴清德,2278,37.3076
臺東縣,大武鄉,1,宋楚瑜/余湘,75,2.6242
臺東縣,大武鄉,2,韓國瑜/張善政,1928,67.4598
臺東縣,大武鄉,3,蔡英文/賴清德,855,29.9160
澎湖縣,七美鄉,1,宋楚瑜/余湘,90,7.5188
澎湖縣,七美鄉,2,韓國瑜/張善政,610,50.9607
澎湖縣,七美鄉,3,蔡英文/賴清德,497,41.5205
澎湖縣,白沙鄉,1,宋楚瑜/余湘,169,3.9248
澎湖縣,白沙鄉,2,韓國瑜/張善政,1896,44.0316
澎湖縣,白沙鄉,3,蔡英文/賴清德,2241,52.0437
臺東縣,鹿野鄉,1,宋楚瑜/余湘,128,3.1045
臺東縣,鹿野鄉,2,韓國瑜/張善政,2240,54.3294
臺東縣,鹿野鄉,3,蔡英文/賴清德,1755,42.5661
臺東縣,延平鄉,1,宋楚瑜/余湘,49,2.7177
臺東縣,延平鄉,2,韓國瑜/張善政,1348,74.7643
臺東縣,延平鄉,3,蔡英文/賴清德,406,22.5180
澎湖縣,西嶼鄉,1,宋楚瑜/余湘,177,4.6925
澎湖縣,西嶼鄉,2,韓國瑜/張善政,1555,41.2248
澎湖縣,西嶼鄉,3,蔡英文/賴清德,2040,54.0827
臺東縣,東河鄉,1,宋楚瑜/余湘,157,3.7904
臺東縣,東河鄉,2,韓國瑜/張善政,2664,64.3168
臺東縣,東河鄉,3,蔡英文/賴清德,1321,31.8928
澎湖縣,望安鄉,1,宋楚瑜/余湘,89,5.7088
澎湖縣,望安鄉,2,韓國瑜/張善政,542,34.7659
澎湖縣,望安鄉,3,蔡英文/賴清德,928,59.5253
彰化縣,鹿港鎮,1,宋楚瑜/余湘,2325,4.6078
彰化縣,鹿港鎮,2,韓國瑜/張善政,17172,34.0323
彰化縣,鹿港鎮,3,蔡英文/賴清德,30961,61.3599
澎湖縣,湖西鄉,1,宋楚瑜/余湘,394,5.2317
澎湖縣,湖西鄉,2,韓國瑜/張善政,2636,35.0020
澎湖縣,湖西鄉,3,蔡英文/賴清德,4501,59.7663
臺中市,太平區,1,宋楚瑜/余湘,5708,4.9737
臺中市,太平區,2,韓國瑜/張善政,43313,37.7409
臺中市,太平區,3,蔡英文/賴清德,65743,57.2854
臺中市,中區,1,宋楚瑜/余湘,442,4.3945
臺中市,中區,2,韓國瑜/張善政,3823,38.0095
臺中市,中區,3,蔡英文/賴清德,5793,57.5959
臺中市,大里區,1,宋楚瑜/余湘,6541,5.1807
臺中市,大里區,2,韓國瑜/張善政,44782,35.4686
臺中市,大里區,3,蔡英文/賴清德,74935,59.3507
臺中市,和平區,1,宋楚瑜/余湘,234,3.6290
臺中市,和平區,2,韓國瑜/張善政,4097,63.5391
臺中市,和平區,3,蔡英文/賴清德,2117,32.8319
澎湖縣,馬公市,1,宋楚瑜/余湘,1664,5.1139
澎湖縣,馬公市,2,韓國瑜/張善政,13672,42.0173
澎湖縣,馬公市,3,蔡英文/賴清德,17203,52.8689
臺中市,西屯區,1,宋楚瑜/余湘,6950,5.0950
臺中市,西屯區,2,韓國瑜/張善政,54982,40.3073
臺中市,西屯區,3,蔡英文/賴清德,74475,54.5976
臺中市,豐原區,1,宋楚瑜/余湘,4940,4.8053
臺中市,豐原區,2,韓國瑜/張善政,36221,35.2334
臺中市,豐原區,3,蔡英文/賴清德,61642,59.9613
臺中市,南區,1,宋楚瑜/余湘,4025,5.1863
臺中市,南區,2,韓國瑜/張善政,29485,37.9922
臺中市,新社區,1,宋楚瑜/余湘,668,4.3979
臺中市,西區,1,宋楚瑜/余湘,3366,4.8036
臺中市,西區,2,韓國瑜/張善政,26998,38.5289
臺中市,西區,3,蔡英文/賴清德,39708,56.6674
臺中市,南區,3,蔡英文/賴清德,44098,56.8215
臺中市,新社區,2,韓國瑜/張善政,6290,41.4115
臺中市,新社區,3,蔡英文/賴清德,8231,54.1905
臺中市,烏日區,1,宋楚瑜/余湘,2378,5.1342
臺中市,烏日區,2,韓國瑜/張善政,17101,36.9216
臺中市,烏日區,3,蔡英文/賴清德,26838,57.9442
臺中市,北區,1,宋楚瑜/余湘,4341,4.7914
臺中市,北區,2,韓國瑜/張善政,37248,41.1126
臺中市,北區,3,蔡英文/賴清德,49011,54.0960
臺中市,大肚區,1,宋楚瑜/余湘,1842,5.2450
臺中市,大肚區,2,韓國瑜/張善政,13345,37.9994
臺中市,大肚區,3,蔡英文/賴清德,19932,56.7556
臺中市,神岡區,1,宋楚瑜/余湘,1930,4.7001
臺中市,神岡區,2,韓國瑜/張善政,13290,32.3649
臺中市,神岡區,3,蔡英文/賴清德,25843,62.9350
臺中市,后里區,1,宋楚瑜/余湘,1716,5.1068
臺中市,后里區,2,韓國瑜/張善政,12882,38.3370
臺中市,后里區,3,蔡英文/賴清德,19004,56.5562
臺中市,北屯區,1,宋楚瑜/余湘,8468,4.9544
臺中市,北屯區,2,韓國瑜/張善政,69589,40.7146
臺中市,北屯區,3,蔡英文/賴清德,92862,54.3310
臺中市,石岡區,1,宋楚瑜/余湘,444,4.7064
臺中市,石岡區,2,韓國瑜/張善政,4052,42.9510
臺中市,石岡區,3,蔡英文/賴清德,4938,52.3426
臺中市,龍井區,1,宋楚瑜/余湘,2487,5.3490
臺中市,大雅區,1,宋楚瑜/余湘,2881,5.0011
臺中市,龍井區,2,韓國瑜/張善政,16827,36.1910
臺中市,龍井區,3,蔡英文/賴清德,27181,58.4600
臺中市,大雅區,2,韓國瑜/張善政,21934,38.0752
臺中市,大雅區,3,蔡英文/賴清德,32792,56.9236
臺中市,東勢區,1,宋楚瑜/余湘,1337,4.3114
臺中市,東勢區,2,韓國瑜/張善政,14329,46.2062
臺中市,東勢區,3,蔡英文/賴清德,15345,49.4824
臺中市,霧峰區,1,宋楚瑜/余湘,2132,5.2128
臺中市,霧峰區,2,韓國瑜/張善政,15587,38.1110
臺中市,霧峰區,3,蔡英文/賴清德,23180,56.6762
臺中市,外埔區,1,宋楚瑜/余湘,961,4.9419
臺中市,外埔區,2,韓國瑜/張善政,7955,40.9082
臺中市,外埔區,3,蔡英文/賴清德,10530,54.1500
臺中市,南屯區,1,宋楚瑜/余湘,5261,5.1354
臺中市,南屯區,2,韓國瑜/張善政,39433,38.4915
臺中市,南屯區,3,蔡英文/賴清德,57752,56.3731
臺中市,大安區,1,宋楚瑜/余湘,498,4.2857
臺中市,大安區,2,韓國瑜/張善政,4237,36.4630
臺中市,大安區,3,蔡英文/賴清德,6885,59.2513
臺中市,大甲區,1,宋楚瑜/余湘,2179,4.8479
臺中市,大甲區,2,韓國瑜/張善政,16136,35.9001
臺中市,大甲區,3,蔡英文/賴清德,26632,59.2520
臺中市,沙鹿區,1,宋楚瑜/余湘,3176,5.6755
臺中市,沙鹿區,2,韓國瑜/張善政,20587,36.7888
臺中市,沙鹿區,3,蔡英文/賴清德,32197,57.5357
臺中市,東區,1,宋楚瑜/余湘,2251,4.7092
臺中市,東區,2,韓國瑜/張善政,17435,36.4749
臺中市,東區,3,蔡英文/賴清德,28114,58.8159
臺中市,清水區,1,宋楚瑜/余湘,2497,4.7914
臺中市,清水區,2,韓國瑜/張善政,17746,34.0523
臺中市,清水區,3,蔡英文/賴清德,31871,61.1563
臺中市,潭子區,1,宋楚瑜/余湘,3424,5.0859
臺中市,潭子區,2,韓國瑜/張善政,24947,37.0551
臺中市,潭子區,3,蔡英文/賴清德,38953,57.8590
臺中市,梧棲區,1,宋楚瑜/余湘,1723,5.0469
臺中市,梧棲區,2,韓國瑜/張善政,11715,34.3146
臺中市,梧棲區,3,蔡英文/賴清德,20702,60.6385
臺南市,南化區,1,宋楚瑜/余湘,162,3.1184
臺南市,南化區,2,韓國瑜/張善政,2136,41.1165
臺南市,南化區,3,蔡英文/賴清德,2897,55.7652
